~id, initials:String, department:String, title:String, ~label
25883,M.A.,Python DevOps Engineer - Lviv IT,Technical Fabric,Employee
25888,V.D.,DevOps Engineer,NOC / DevOPs,Employee
25892,N.A.,Java Developer,Development Products,Employee
25893,A.I.,Admin - Systems I,Global Platform,Employee
25895,D.Y.,DevOps Engineer,NOC / DevOPs,Employee
25898,B.N.,DevOps Engineer,NOC / DevOPs,Employee
25899,K.A.,Technical Writer,Product Management,Employee
25901,A.M.,Ops Engineer,NOC / DevOPs,Employee
25904,Y.A.,Ops Engineer,NOC / DevOPs,Employee
25905,S.A.,AQA Engineer,Development Products,Employee
25907,D.O.,Ops Engineer,NOC / DevOPs,Employee
25908,O.R.,Ops Engineer,NOC / DevOPs,Employee
25909,E.R.,HE Iberia TL Webfusion Support team,Inbound for HE Spain,Employee
25910,M.L.,Identity and Access Platform Operations Engineer IV,Internal IT,Employee
25911,D.L.,Eng - System III,Operations,Employee
25912,D.D.,HE Iberia 1st Support,Inbound for HE Spain,Employee
25914,J.N.,HE Iberia 1st Support,Inbound for HE Spain,Employee
25916,J.S.,Eng - System III,Operations,Employee
25917,G.N.,Product Owner,Product Management,Employee
25918,G.L.,Software Development Eng III,Development Products,Employee
25919,P.L.,Sup - System Engineering,Internal IT,Employee
25921,R.N.,HE Iberia 2nd Support,C3 Management,Employee
25923,K.N.,Client IT Support Engineer,Internal IT,Employee
25924,B.A.,Order Management Agent,Inbound for Domainfactory,Employee
25925,A.N.,Customer Service Agent,Inbound for Domainfactory,Employee
25926,R.R.,Customer Service Agent,Inbound for Domainfactory,Employee
25927,S.A.,Order Management Agent,Inbound for Domainfactory,Employee
25928,B.N.,Customer Service Agent,Inbound for Domainfactory,Employee
25929,I.O.,Consultant - C3 III,Inbound for Domainfactory,Employee
25931,J.S.,Customer Service Agent,Inbound for Domainfactory,Employee
25932,G.T.,Customer Service Agent,C3 Management,Employee
25933,T.E.,Customer Service Agent,Inbound for Domainfactory,Employee
25934,H.K.,Customer Service Agent,Inbound for Domainfactory,Employee
25935,S.Y.,Customer Service Agent,Inbound for Domainfactory,Employee
25937,C.N.,Identity and Access Platform Engineer IV,Internal IT,Employee
25940,A.A.,Core Engineer,Development Products,Employee
25941,E.N.,Telecom Engineer,Internal IT,Employee
25942,L.Z.,Eng - Software Development IV,Development Products,Employee
25944,K.N.,Senior Customer Success Executive,Outbound for PWS,Employee
25945,S.A.,Systemadministrator Technical Support Second Level,Inbound for Host Europe,Employee
25947,P.L.,Senior Customer Success Executive,Outbound for PWS,Employee
25948,C.N.,1st Level Cloud West,Inbound for Host Europe,Employee
25949,M.A.,Systemadministrator Technical Support Second Level,Inbound for Host Europe,Employee
25950,M.S.,1st Level Cloud West,Inbound for Host Europe,Employee
25952,E.O.,Mitarbeiter Domains,Inbound for Host Europe,Employee
25953,T.O.,Systemadministrator Technical Support Second Level,Inbound for Host Europe,Employee
25954,I.O.,Site Reliability Engineer,Operations,Employee
25956,N.S.,Customer Accounting,Creditor - Accounting,Employee
25958,R.V.,Reseller dedicated business,Brand Management,Employee
25959,S.N.,1st Level Cloud West,Inbound for Host Europe,Employee
25961,F.I.,1st Level Cloud West,Inbound for Host Europe,Employee
25962,C.N.,1st Level Cloud West,Inbound for Host Europe,Employee
25963,A.E.,Systemadministrator Technical Support Second Level,Inbound for Host Europe,Employee
25964,H.Y.,1st Level Cloud West,Inbound for Host Europe,Employee
25966,H.A.,Head of NamesCon,WHD,Employee
25967,D.I.,Account Manager,Inbound for server4you,Employee
25969,A.X.,Client IT Support Engineer,Internal IT,Employee
25971,M.N.,Sup - Marketing,WHD,Employee
25972,J.A.,Mitarbeiterin Back Office / Customer Service,Inbound for Host Europe,Employee
25975,R.L.,1st Level Cloud West,Inbound for Host Europe,Employee
25976,F.N.,Mitarbeiter Domains,Inbound for Host Europe,Employee
25977,M.S.,Site Reliability Operator,NOC / DevOPs,Employee
25978,K.A.,Mitarbeiterin Back Office / Customer Service,Inbound for Host Europe,Employee
25979,O.R.,Systemadministrator Technical Support Second Level,Inbound for Host Europe,Employee
25980,B.A.,Mitarbeiterin Back Office / Customer Service,Inbound for Host Europe,Employee
25981,H.E.,Mitarbeiterin Back Office,Inbound for Host Europe,Employee
25982,A.S.,PremiumVIP Customer Service Agent,Inbound for Domainfactory,Employee
25983,N.N.,Happiness Engineer,Inbound for Host Europe,Employee
25985,F.N.,Mitarbeiter Domains,Inbound for Host Europe,Employee
25986,B.N.,Customer Service Agent,Inbound for Domainfactory,Employee
25991,T.S.,1st Level Cloud West,Inbound for Host Europe,Employee
25992,P.P.,PremiumVIP Customer Service Agent,Inbound for Domainfactory,Employee
25993,F.N.,Designer - UX,WHD,Employee
25995,M.C.,Product Marketing Manager,Brand Management,Employee
25997,T.A.,Temp Contract Management,Inbound for Domainfactory,Employee
25998,G.A.,Website Specialist III,Inbound for PWS,Employee
26000,D.I.,Mitarbeiter 2nd Level Support,Inbound for Host Europe,Employee
26002,I.N.,Consultant - C3 II,Inbound for HE Spain,Employee
26003,K.M.,Eng - Software Development IV,Internal IT,Employee
26004,A.W.,Eng - System IV,Operations,Employee
26006,E.A.,Microsoft Dynamic AX Specialist,Development Products,Employee
26007,L.E.,Manager Identity and Access Platform Engineering,Internal IT,Employee
26009,D.S.,Mitarbeiterin Back Office,Inbound for Host Europe,Employee
26010,E.A.,Spec - SEO III,Marketing,Employee
26011,T.N.,System Administrator,Internal IT,Employee
26012,I.A.,Office CEO Host Europe Iberia,Inbound for HE Spain,Employee
26014,D.K.,Customer Service Agent 2nd Level South,Inbound for Domainfactory,Employee
26015,N.E.,Mitarbeiterin Back Office,Inbound for Host Europe,Employee
26016,M.I.,HE Iberia 1st Support,Inbound for HE Spain,Employee
26017,B.N.,Schichtleiter Customer Care,Inbound for Host Europe,Employee
26021,M.E.,Accountant,Creditor - Accounting,Employee
26022,M.T.,Eng - System I,Internal IT,Employee
26024,S.N.,Senior Administrator,Internal IT,Employee
26025,G.M.,Eng - System III,Operations,Employee
26027,L.S.,Mitarbeiter Customer Care,Inbound for Host Europe,Employee
26029,C.E.,Marketing Account Coordinator,Outbound for PWS,Employee
26032,M.L.,Systemadministrator Windows Cloud 2nd Level,Inbound for Host Europe,Employee
26033,A.I.,Customer Success Executive,Outbound for PWS,Employee
26035,M.E.,Mitarbeiter Customer Care,Inbound for Host Europe,Employee
26037,S.N.,Schichtleiter 1st Level Cloud West,Inbound for Host Europe,Employee
26038,K.I.,1st Level Cloud West,Inbound for Host Europe,Employee
26039,W.M.,Eng - Site Reliability III,Operations,Employee
26040,S.N.,Customer Service Agent,Inbound for Domainfactory,Employee
26042,R.É.,Customer Service Agent,Inbound for Domainfactory,Employee
26044,A.W.,Eng - System V,Operations,Employee
26045,S.E.,Eng - System III,Operations,Employee
26050,R.T.,Eng - System III,Operations,Employee
26051,G.N.,Mitarbeiter Customer Care,Inbound for Host Europe,Employee
26055,C.N.,Schichtleiter Customer Care,Inbound for Host Europe,Employee
26056,J.S.,Eng - Security III,IT Project Management & Management,Employee
26058,A.S.,Senior Systemadministrator Technical Support Second Level,Inbound for Host Europe,Employee
26061,C.N.,Mitarbeiter 2nd Level Support,Inbound for Host Europe,Employee
26062,M.S.,Mitarbeiter Customer Care,Inbound for Host Europe,Employee
26063,S.N.,Eng - System II,Operations,Employee
26066,M.N.,Eng - Site Reliability IV,Operations,Employee
26067,M.W.,Eng - System II,Operations,Employee
26069,A.M.,Eng - System II,Operations,Employee
26071,M.W.,Software Development Eng III,Development Products,Employee
26072,K.N.,Software Development Eng III,Development Products,Employee
26073,P.L.,Sales Agent,Paragon Technical,Employee
26074,P.K.,Eng - System II,Operations,Employee
26075,N.K.,Eng - System II,Operations,Employee
26076,S.N.,Eng - System III,Operations,Employee
26077,D.L.,Eng - System I,Operations,Employee
26079,M.S.,Eng - System II,Operations,Employee
26080,P.R.,Eng - System II,Operations,Employee
26082,J.N.,Eng - Site Reliability III,Operations,Employee
26083,C.G.,Eng - Site Reliability III,Operations,Employee
26084,C.S.,Designer - UX III,Business Fabric,Employee
26085,D.S.,Supervisor Data Center Operations,Operations,Employee
26086,A.W.,Eng - System II,Operations,Employee
26088,C.S.,Eng - System II,Operations,Employee
26089,T.S.,Product Owner,Product Management,Employee
26090,P.Y.,Sup - Aftermarket Support,GoDaddy Aftermarket EMEA,Employee
26093,A.A.,Mgr - SRE,Operations,Employee
26096,P.L.,Team Leader Phone Support,C3 Management,Employee
26097,S.N.,Experience Manager,General Overhead,Employee
26098,M.A.,Team Leader Phone Support,C3 Management,Employee
26100,R.A.,Sup - SCS,GoDaddy SSL EMEA,Employee
26102,E.A.,Mitarbeiterin im Back Office,Inbound for Host Europe,Employee
26104,A.S.,Systemadministrator Technical Support First Level,Inbound for Host Europe,Employee
26108,R.T.,Systemadministrator Technical Support Second Level,Inbound for Host Europe,Employee
26109,C.H.,Mitarbeiter Back Office,Inbound for Host Europe,Employee
26111,A.A.,Marketing Account Coordinator,Outbound for PWS,Employee
26113,K.A.,Eng - Site Reliability III,Operations,Employee
26114,N.A.,Mitarbeiter Customer Care,Inbound for Host Europe,Employee
26116,A.É.,Mitarbeiter Customer Care,Inbound for Host Europe,Employee
26118,F.N.,Mitarbeiter Customer Care,Inbound for Host Europe,Employee
26119,S.E.,Mitarbeiter Customer Care,Inbound for Host Europe,Employee
26121,A.U.,Website Specialist II,Inbound for PWS,Employee
26122,E.D.,Mitarbeiter Customer Care,Inbound for Host Europe,Employee
26123,F.N.,Marketing Account Coordinator,Outbound for PWS,Employee
26124,T.O.,CRO Cloudfest and NamesCon,WHD,Employee
26131,C.S.,Mitarbeiter Customer Care,Inbound for Host Europe,Employee
26134,M.L.,Mitarbeiter Back Office,Inbound for Host Europe,Employee
26136,M.S.,Eng - Software Development IV,Internal IT,Employee
26137,L.D.,Identity and Access Platform Engineer II,Internal IT,Employee
26138,K.I.,Happiness Engineer Cloud,Inbound for Host Europe,Employee
26139,M.N.,Mitarbeiter Back Office,Inbound for Host Europe,Employee
26140,M.L.,Head of SuperPro Tech West,C3 Management,Employee
26141,P.K.,Mitarbeiter Back Office,Inbound for Host Europe,Employee
26142,D.D.,Mitarbeiter Debitor Collection,Creditor - Accounting,Employee
26143,S.L.,Mitarbeiter/in Accounting,Creditor - Accounting,Employee
26144,M.L.,System Administrator,Operations,Employee
26145,M.O.,Senior Systemadministrator Technical Support Second Level,Inbound for Host Europe,Employee
26146,C.N.,Mitarbeiter Customer Care,Inbound for Host Europe,Employee
26147,A.S.,Systemadministrator Technical Support Windows Second Level,Inbound for Host Europe,Employee
26149,M.N.,Identity and Access Platform Operations Engineer II,Internal IT,Employee
26151,S.N.,Systemadministrator Technical Support Second Level,Inbound for Host Europe,Employee
26153,J.N.,Mitarbeiter Customer Care,Inbound for Host Europe,Employee
26154,M.S.,Mitarbeiter Back Office,Inbound for Host Europe,Employee
26155,M.C.,Mitarbeiter 2nd Level Support,Inbound for Host Europe,Employee
26157,G.A.,Mitarbeiter Customer Care,Inbound for Host Europe,Employee
26158,R.Y.,Mitarbeiter Customer Care,Inbound for Host Europe,Employee
26159,P.K.,Mitarbeiter Back Office,Inbound for Host Europe,Employee
26160,J.N.,Mitarbeiter Customer Care,Inbound for Host Europe,Employee
26161,F.N.,Mitarbeiter Domains,Inbound for Host Europe,Employee
26162,K.A.,Mitarbeiterin Back Office,Inbound for Host Europe,Employee
26163,B.T.,Client IT Support Engineer,Internal IT,Employee
26164,R.D.,Identity and Access Platform Operations Engineer II,Internal IT,Employee
26165,Z.A.,Senior Credit Control Advisor,Creditor - Accounting,Employee
26166,A.S.,Systemadministrator Technical Support Second Level,Inbound for Host Europe,Employee
26167,C.A.,Mitarbeiterin Debitor Collection,Creditor - Accounting,Employee
26168,M.L.,Mitarbeiter Customer Care,Inbound for Host Europe,Employee
26169,A.A.,Head of Back Office,C3 Management,Employee
26170,M.E.,Systemadministrator Technical Support Second Level,Inbound for Host Europe,Employee
26171,S.N.,Mitarbeiterin Back Office,Inbound for Host Europe,Employee
26172,B.S.,Mitarbeiter Customer Care,Inbound for Host Europe,Employee
26173,S.A.,Accountant I,Accounting and Finance,Employee
26174,P.R.,Mitarbeiter Customer Care,Inbound for Host Europe,Employee
26175,J.N.,Mitarbeiter Back Office,Inbound for Host Europe,Employee
26177,E.C.,Systemadministrator Technical Support Second Level,Inbound for Host Europe,Employee
26178,D.L.,Consultant - C3 III,Inbound for Domainfactory,Employee
26179,J.N.,Eng - System III,Operations,Employee
26180,L.E.,Eng - Site Reliability III,Operations,Employee
26181,J.N.,Eng - System IV,Operations,Employee
26182,J.D.,Eng - System V,Operations,Employee
26183,P.L.,Eng - System III,Operations,Employee
26186,A.M.,Eng - Site Reliability III,Operations,Employee
26187,V.T.,Eng - System I,Internal IT,Employee
26188,P.A.,Mitarbeiterin Back Office,Inbound for Host Europe,Employee
26189,A.O.,HE Iberia 2nd Support,Inbound for HE Spain,Employee
26190,D.L.,Mgr - Program,IT Project Management & Management,Employee
26192,S.N.,Freelancer Marketing,Brand Management,Employee
26193,N.S.,Freelancer Customer Support,C3 Management,Employee
26202,H.O.,Consultant - SalesSupport,Brand Management,Employee
26203,I.V.,Consultant - SalesSupport,Brand Management,Employee
26205,M.A.,Consultant - SalesSupport,Brand Management,Employee
26206,I.O.,Consultant - SalesSupport,Brand Management,Employee
26207,S.N.,Consultant - SalesSupport,Brand Management,Employee
26208,S.I.,Consultant - SalesSupport,Brand Management,Employee
26210,I.O.,Consultant - SalesSupport,Brand Management,Employee
26211,P.R.,Consultant - SalesSupport,Brand Management,Employee
26219,T.R.,Consultant - SalesSupport,Brand Management,Employee
26221,A.R.,Consultant - SalesSupport,Brand Management,Employee
26226,T.I.,Marketing Manager,WHD,Employee
26228,D.S.,Consultant - SalesSupport,Brand Management,Employee
26229,M.O.,Eng - Software Development III,Products,Employee
26230,A.S.,Team Leader Live Chat,C3 Management,Employee
26238,T.A.,Analyst 1- Quality and Excellence,Inbound for Paragon,Employee
26240,P.P.,Consultant - C3 II,Inbound for Paragon,Employee
26242,D.N.,Eng - System I,Operations,Employee
26245,H.A.,Admin - Accounting II,Creditor - Accounting,Employee
26246,K.N.,Eng - System II,Operations,Employee
26248,D.N.,Eng - System I,Operations,Employee
26250,S.A.,Analyst 1- Quality and Excellence,Inbound for Paragon,Employee
26252,R.T.,Admin - Accounting II,Creditor - Accounting,Employee
26253,A.X.,Eng - System I,Operations,Employee
26254,K.N.,Team Leader Tickets L2,Paragon Technical,Employee
26255,K.A.,Consultant - Customer Chat,Inbound for Paragon,Employee
26261,G.I.,Analyst 1- Quality and Excellence,Inbound for Paragon,Employee
26262,V.L.,Eng - System I,Operations,Employee
26264,M.N.,Consultant - C3 II,Inbound for Paragon,Employee
26268,A.Y.,Domains Specialist,Inbound for Paragon,Employee
26271,V.A.,Consultant - C3 II,Inbound for Paragon,Employee
26273,Y.N.,Consultant - C3 I,Inbound for Paragon,Employee
26277,M.N.,Team leader Live Chat,C3 Management,Employee
26281,A.A.,Team Leader SSL,C3 Management,Employee
26282,N.Y.,Consultant - Customer Chat,Inbound for Paragon,Employee
26284,V.A.,Support Agent,Inbound for Paragon,Employee
26286,P.R.,Consultant - C3 II,Inbound for Paragon,Employee
26287,M.N.,Eng - System I,Operations,Employee
26288,P.L.,Eng - System I,Operations,Employee
26289,A.N.,Team Leader,C3 Management,Employee
26290,I.A.,2nd Line Advisor,Inbound for Heart Internet,Employee
26291,S.N.,Consultant - Customer Chat,Inbound for Paragon,Employee
26295,Y.N.,Eng - System I,Operations,Employee
26298,A.Y.,System Support Team Leader,C3 Management,Employee
26300,P.R.,Team Leader Live Chat,C3 Management,Employee
26302,I.A.,Assoc - Secure Certificate Services I,GoDaddy SSL EMEA,Employee
26303,I.A.,Support Agent,Inbound for Heart Internet,Employee
26306,S.Y.,Eng - System I,Operations,Employee
26310,P.A.,Sup - Advanced Tech Supp,Advanced Technical Support,Employee
26311,G.I.,Sup - SCS,GoDaddy SSL EMEA,Employee
26314,G.I.,Consultant - C3 I,C3 Management,Employee
26316,S.N.,Consultant - C3 I,Inbound for Paragon,Employee
26319,M.N.,Support agent,C3 Management,Employee
26320,N.Y.,Consultant - Customer Chat,Inbound for Paragon,Employee
26321,T.M.,Support agent,Inbound for Paragon,Employee
26323,C.E.,Team Leader QA,C3 Management,Employee
26324,S.A.,Consultant - Customer Chat,Inbound for Paragon,Employee
26328,P.N.,Live Chat Supervisor,Sales and Support Chat,Employee
26331,P.R.,Consultant - Customer Chat,Inbound for Paragon,Employee
26333,K.N.,Eng - System II,Operations,Employee
26335,L.A.,Support agent,Hosting Support Shared Chat,Employee
26336,M.A.,AM Support I,GoDaddy Aftermarket EMEA,Employee
26337,M.A.,Support agent,Human Resources,Employee
26338,M.N.,Consultant - C3 II,Inbound for Paragon,Employee
26339,Y.N.,Eng - System I,Operations,Employee
26342,M.L.,Support agent,Inbound for Paragon,Employee
26343,I.N.,Rep - Advanced Technical Support,Advanced Technical Support,Employee
26345,Z.T.,Web Developer,WHD,Employee
26350,C.A.,Consultant - SalesSupport,C3 Support,Employee
26351,A.R.,Consultant - Hosting Support I,Hosting Support Phones,Employee
26353,J.N.,Consultant - Productivity I,Productivity Premier,Employee
26366,C.S.,Senior Software Development Engineer,Products,Employee
26371,M.Y.,Software Development Engineer I,Global Platform,Employee
26372,A.Y.,Quality Analyst I,Website Creation,Employee
26373,A.A.,Eng - Software Development II,Products,Employee
26377,M.L.,Director International Care Operations,C3 Management,Employee
26383,S.H.,Consultant - FOS Chat,Front of Site Chat Consultant,Employee
26384,S.I.,Consultant - FOS Chat,International Chat,Employee
26385,S.I.,Consultant - FOS Chat,Front of Site Chat Consultant,Employee
26387,V.L.,Consultant - FOS Chat,Front of Site Chat Consultant,Employee
26390,A.N.,Consultant - FOS Chat,International Chat,Employee
26393,M.A.,Consultant - FOS Chat,International Chat,Employee
26395,V.A.,Consultant - FOS Chat,Front of Site Chat Consultant,Employee
26400,K.Y.,Eng - Software Development II,Global Platform,Employee
26409,B.E.,Eng - Software Development III,Global Platform,Employee
26413,L.E.,Hosting Sales & Support Consultant,Hosting Support Phones,Employee
26417,A.O.,CloudTech Support Agent,Hosting Support Managed Services,Employee
26422,J.E.,Consultant - SalesSupport,Inbound Services,Employee
26429,J.N.,Analyst - Business I,C3 Management,Employee
26431,J.Y.,Sup - C3,Portuguese,Employee
26432,R.N.,Assoc Prof-Customer Experience,C3 Management,Employee
26433,L.S.,Sup - C3,CDT Spanish,Employee
26446,A.A.,Rep - Advanced Technical Support,Advanced Technical Support,Employee
26448,A.E.,Consultant - SalesSupport,C3 Domains,Employee
26451,M.E.,Consultant - International English Asia,C3 Support,Employee
26452,E.C.,Consultant - EMEA Chat,Sales and Support Chat,Employee
26455,S.H.,Consultant - International English Asia,C3 Support,Employee
26456,S.E.,Consultant - International English Asia,C3 Support,Employee
26457,Y.N.,Eng - Software Development in Test II,Global Platform,Employee
26460,N.M.,Azubi Kaufmann für Dialogmarketing,C3 Management,Employee
26463,G.S.,Sr. Dir - Software Development,Global Platform,Employee
26464,C.Y.,Admin - Accounting II,Accounting and Finance,Employee
26465,E.A.,Consultant - C3 Internet Sales and Serv,C3 Support,Employee
26468,J.N.,Consultant - CDT Sales Support,CDT GoDaddy Business Advisors,Employee
26471,W.M.,Hosting Sales & Support Consultant,Hosting Support Phones,Employee
26476,R.Y.,Hosting Sales & Support Consultant,Hosting Support Phones,Employee
26478,D.Y.,Consultant - Prdctvty III,Mid-Market,Employee
26483,R.A.,Consultant - FOS Chat,International Chat,Employee
26485,K.A.,Internal Auditor III,Accounting and Finance,Employee
26487,H.N.,Consultant - C3 Internet Sales and Serv,C3 Support,Employee
26488,E.F.,Sales & Engagement Manager,C3 Management,Employee
26505,A.O.,Analyst - Business I,C3 Management,Employee
26512,B.A.,Sup - C3,Portuguese,Employee
26513,S.Y.,Coord - Facilities & Maintenance,Accounting and Finance,Employee
26525,H.Y.,Consultant - C3 Internet Sales and Serv,C3 Support,Employee
26527,Y.K.,Azubi Fachinformatiker für Systemintegration,Internal IT,Employee
26538,E.D.,Director Product Management,Product Management,Employee
26539,C.N.,SRE IV - Paragon Senior Systems Architect,Operations,Employee
26543,A.M.,Consultant - C3 I,C3 Support,Employee
26545,R.T.,Coach - C3 (H),International Chat,Employee
26548,G.E.,Designer - UX II,Products,Employee
26549,D.N.,Eng - Software Development IV,Development Products,Employee
26553,A.N.,Dir - Human Resources,People Operations,Employee
26557,S.M.,Consultant - FOS Chat,Front of Site Chat Consultant,Employee
26558,A.K.,Assoc - Secure Certificate Services I,Secure Certificate Services,Employee
26561,S.D.,Consultant - FOS Chat,International Chat,Employee
26563,P.I.,Consultant - FOS Chat,Front of Site Chat Consultant,Employee
26564,B.M.,Consultant - SalesSupport,Customer Development Team,Employee
26565,P.L.,Consultant - FOS Chat,Front of Site Chat Consultant,Employee
26566,V.I.,Consultant - Hosting Support I,Hosting Support Phones,Employee
26567,P.I.,Consultant - FOS Chat,Front of Site Chat Consultant,Employee
26568,S.M.,Consultant - SalesSupport,Customer Development Team,Employee
26570,M.A.,Analyst 1- Quality and Excellence,C3 Quality Assurance,Employee
26575,J.N.,Senior Software Engineer,Products,Employee
26576,M.O.,Eng - Software Development III,Products,Employee
26579,T.O.,Eng - Software Development III,Products,Employee
26581,T.N.,Admin - Sales,Inbound for 123 reg,Employee
26582,M.A.,Mitarbeiterin Back Office,Inbound for Host Europe,Employee
26591,T.N.,Assoc - Multilingual Secure Certificate Services I,Secure Certificate Services,Employee
26603,A.A.,Azubi Kauffrau für Dialogmarketing,Inbound for Host Europe,Employee
26616,D.A.,Eng - Software Development II,Products,Employee
26617,G.U.,Customer Support Agent,Inbound for 123 reg,Employee
26619,R.D.,Analyst - Business I,C3 Management,Employee
26622,T.E.,System Administrator Cloud Hosting,Operations,Employee
26623,J.E.,Coord - Facilities & Maintenance,Accounting and Finance,Employee
26629,J.N.,Azubi Fachinformatiker für Systemintegration,Operations,Employee
26638,V.A.,Analyst 1- Quality and Excellence,C3 Management,Employee
26647,J.O.,Eng - Software Development IV,Customer Experience,Employee
26650,E.Y.,Consultant - SalesSupport,C3 Support,Employee
26651,S.N.,Advisor - GoDaddy Business,CDT Web Presence,Employee
26652,S.N.,Customer Development Consultant,CDT GoDaddy Business Advisors,Employee
26656,J.B.,Advisor - GoDaddy Business,CDT Web Presence,Employee
26659,F.L.,Coord - Facilities & Maintenance,Accounting and Finance,Employee
26660,M.N.,Eng - Software Development III,Products,Employee
26664,R.A.,Consultant - SalesSupport,Customer Development Team,Employee
26665,H.H.,Consultant - SalesSupport,Customer Development Team,Employee
26671,N.R.,Consultant - FOS Chat,International Chat,Employee
26675,P.I.,Assoc - Secure Certificate Services I,Secure Certificate Services,Employee
26676,D.A.,Consultant - SalesSupport,Customer Development Team,Employee
26679,N.I.,Spec - Domain Srvcs II,C3 Management,Employee
26680,T.A.,Consultant - SalesSupport,Customer Development Team,Employee
26681,M.H.,Assoc - Secure Certificate Services I,Secure Certificate Services,Employee
26682,S.H.,Consultant - SalesSupport,Customer Development Team,Employee
26686,A.L.,Consultant - Hosting Support I,Hosting Support Phones,Employee
26687,S.H.,Consultant - Hosting Support I,Hosting Support Phones,Employee
26688,L.I.,Consultant - SalesSupport,Customer Development Team,Employee
26689,R.Y.,Consultant - SalesSupport,C3 Support,Employee
26690,F.N.,Consultant - SalesSupport,Customer Development Team,Employee
26692,S.A.,Consultant - SalesSupport,C3 Support,Employee
26693,S.A.,Learning Professional II,Professional Development,Employee
26695,V.L.,Rep - Advanced Technical Support,Advanced Technical Support,Employee
26704,I.N.,Consultant - Productivity I,Productivity,Employee
26718,A.L.,Sup - C3,US Multilanguage Support,Employee
26721,D.N.,Consultant - C3 Internet Sales and Serv,C3 Support,Employee
26723,Z.E.,Consultant - C3 Internet Sales and Serv,C3 Support,Employee
26724,A.R.,Consultant - C3 Internet Sales and Serv,C3 Support,Employee
26726,M.A.,Consultant - SalesSupport,Brand Management,Employee
26727,F.N.,Eng - Software Development in Test I,Global Platform,Employee
26730,S.E.,Eng - Software Development II,Global Platform,Employee
26731,A.D.,Dir - Product Mgr,Global Platform,Employee
26736,M.K.,Coord - Facilities & Maintenance,Accounting and Finance,Employee
26742,P.S.,Consultant - EMEA Chat,Sales and Support Chat,Employee
26743,M.C.,Coach - C3,Productivity,Employee
26746,J.F.,Analyst - Business I,C3 Management,Employee
26749,L.E.,Learning Professional II,Professional Development,Employee
26750,A.N.,Consultant - SalesSupport,C3 Domains,Employee
26757,J.N.,Consultation - SalesSupport,C3 Support,Employee
26758,D.E.,Consultant - SalesSupport,C3 Support,Employee
26763,P.I.,Analyst 1- Quality and Excellence,C3 Quality Assurance,Employee
26766,M.D.,Rep - Advanced Technical Support,Advanced Technical Support,Employee
26767,J.V.,Consultant - SalesSupport,Customer Development Team,Employee
26769,K.U.,Rep - Advanced Technical Support - Hosting,Advanced Technical Support,Employee
26772,K.A.,Consultant - FOS Chat,Front of Site Chat Consultant,Employee
26774,S.A.,Sup - FOS Chat,International Chat,Employee
26775,C.T.,Spec - Domain Srvcs II,C3 Management,Employee
26776,S.K.,Consultant - Hosting Support Web Pro,Reseller Support,Employee
26777,I.M.,Consultant - FOS Chat,International Chat,Employee
26784,K.V.,Eng - Software Development III,Customer Experience,Employee
26785,M.A.,Designer - UX II,Products,Employee
26790,S.L.,Outbound Sales Advisor,Outbound for 123 reg,Employee
26794,G.T.,Spec - Workforce III,C3 Management,Employee
26795,T.Y.,Sr. SEO Manager,Global Market Operations,Employee
26798,S.N.,Consultant II,Paragon Technical,Employee
26799,G.I.,Consultant - C3 I,Inbound for Paragon,Employee
26802,L.R.,Consultant - C3 I,Hosting Support Shared Chat,Employee
26804,B.V.,Consultant - C3 I,C3 Management,Employee
26810,B.A.,Consultant - FOS Chat,Front of Site Chat Consultant,Employee
26811,H.A.,Consultant - FOS Chat,Front of Site Chat Consultant,Employee
26822,S.A.,Consultant - FOS Chat,Front of Site Chat Consultant,Employee
26829,S.A.,Consultant - FOS Chat,International Chat,Employee
26830,M.N.,Rep - Managed Services Wordpress Expert III,Hosting Support Managed Services,Employee
26833,F.O.,Learning Professional II,Professional Development,Employee
26834,D.D.,Director of Engineering,Accounting and Finance,Employee
26839,V.Y.,QA Engineer,Development Products,Employee
26846,D.N.,Consultant - Hosting Support I,Technical Hosting Services,Employee
26855,J.K.,Eng - System II,Operations,Employee
26859,M.A.,Consultant II,Paragon Technical,Employee
26860,K.N.,Investigator - Security I,Cloud Infrastructure and IT,Employee
26863,N.Y.,Consultant - C3 I,Inbound for Heart Internet,Employee
26865,E.C.,Eng - Software Development II,Global Platform,Employee
26868,P.O.,Ops Engineer,NOC / DevOPs,Employee
26877,J.A.,Consultant - CDT Sales Support,CDT GoDaddy Business Advisors,Employee
26878,M.E.,LDP,C3 Support,Employee
26879,C.S.,Eng - Software Development II,Products,Employee
26880,T.A.,Mitarbeiter Customer Care,Inbound for Host Europe,Employee
26881,A.Y.,1st Level Cloud West,Inbound for Host Europe,Employee
26882,J.E.,Software Development Mgr,Business Fabric,Employee
26883,L.N.,Mgr - Marketing,Global Market Operations,Employee
26884,T.M.,Tech - DC Ops I,Cloud Infrastructure and IT,Employee
26885,J.E.,Dir - Product Mktg (Mgr),Products,Employee
26887,R.T.,International Revenue Manager,Technical Accounting and Tax,Employee
26889,E.N.,Senior Manager People Operations Recruiting,People Operations,Employee
26893,M.L.,Financial Accountant,Accounting and Finance,Employee
26894,M.X.,Consultant - C3 II,Inbound for Heart Internet,Employee
26895,K.N.,Consultant - International English Asia,C3 Support,Employee
26896,A.O.,Consultant - Manila International Chat,International Chat,Employee
